V1 V2 V3 rel12 rel13 rel23 age1 age2 age3 sex1 sex2 sex3 Twin1 Twin2 Sib relT relS zyg
 1.6068852e+00  3.2021482e-01  9.4844836e-01  1.0000000e+00  5.1763347e-01  5.1763347e-01  3.1715063e+01  3.4216948e+01  2.3047772e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.7386003e+00  4.5443177e-01  1.0714961e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-4.1676914e-01 -5.8575146e-02  1.4305147e+00  1.0000000e+00  6.0968809e-01  6.0968809e-01  2.5313575e+01  2.7893227e+01  2.2462019e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -3.9145556e-01 -3.0681919e-02  1.4529767e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 2.1920583e-01  3.9878310e-01  1.3178449e+00  1.0000000e+00  5.1933493e-01  5.1933493e-01  3.3214581e+01  3.9599870e+01  2.6298195e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  3.5242041e-01  5.3838297e-01  1.4441431e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 8.6622422e-01  5.5985621e-01  1.6942052e+00  1.0000000e+00  5.1355769e-01  5.1355769e-01  3.9115457e+01  2.7189231e+01  2.0804899e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  9.0533968e-01  5.8704544e-01  1.8150101e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 5.8741333e-01  3.0310600e-01  1.1791845e+00  1.0000000e+00  5.0308260e-01  5.0308260e-01  2.9093703e+01  3.1252994e+01  2.1957808e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  7.1650703e-01  4.3435899e-01  1.2011423e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.7506866e+00  2.5519024e-01  9.4963928e-01  1.0000000e+00  5.0203459e-01  5.0203459e-01  3.6632811e+01  2.0624381e+01  2.4881998e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  1.7873194e+00  2.7581462e-01  1.0745213e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-5.5194708e-01  1.1256294e-01  1.2716315e+00  1.0000000e+00  5.5681951e-01  5.5681951e-01  3.7749280e+01  2.4737109e+01  1.9335053e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -5.1419780e-01  1.3730005e-01  1.3909666e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.2635623e+00 -1.3616011e-01 -2.6883704e-01  1.0000000e+00  4.5216039e-01  4.5216039e-01  3.9845866e+01  2.4246109e+01  3.4791749e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.4034081e+00 -1.1914001e-02 -2.3404529e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.1610957e+00  3.0444524e-01  1.4536954e+00  1.0000000e+00  4.9518646e-01  4.9518646e-01  2.6498768e+01  3.8115896e+01  2.4947246e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  1.1875945e+00  3.4256114e-01  1.5786427e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-6.6355219e-02  1.1131242e+00  5.1279398e-01  1.0000000e+00  5.2335357e-01  5.2335357e-01  3.1662101e+01  2.5953448e+01  1.9041173e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  6.5306882e-02  1.2390776e+00  5.3183515e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.2578310e-01  1.9131545e-02 -1.0297764e+00  1.0000000e+00  5.2053195e-01  5.2053195e-01  2.3711886e+01  3.2947639e+01  2.5906897e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  2.4949499e-01  1.5207918e-01 -9.0386951e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 3.8420538e-01  6.1156169e-01 -1.9881440e-01  1.0000000e+00  5.1847248e-01  5.1847248e-01  3.8129770e+01  2.4222313e+01  2.0418813e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  4.2233515e-01  6.3578400e-01 -7.8395587e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.4421259e-01  9.4031591e-01  1.1912513e+00  1.0000000e+00  5.4400744e-01  5.4400744e-01  3.5507463e+01  2.2611510e+01  2.3613524e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -8.7051272e-03  1.0629274e+00  1.2148648e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 2.9230651e-01  1.2837074e+00  8.2803820e-01  1.0000000e+00  5.5402983e-01  5.5402983e-01  2.2570892e+01  3.3994417e+01  2.8516798e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  3.1487740e-01  1.3177018e+00  8.5655500e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-8.2981326e-02  7.4705057e-01 -1.5877371e-01  1.0000000e+00  4.8990859e-01  4.8990859e-01  3.1496159e+01  2.2728127e+01  2.4291778e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  4.8514833e-02  8.6977870e-01 -3.4481932e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.3194968e+00  1.4404184e+00  6.2953148e-01  1.0000000e+00  4.8067128e-01  4.8067128e-01  3.6154261e+01  2.1622513e+01  1.9513796e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.4556510e+00  1.5620409e+00  6.4904528e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-4.0878821e-01  3.3688517e-01  1.4732987e+00  1.0000000e+00  4.9309395e-01  4.9309395e-01  2.7524629e+01  2.8829508e+01  2.6235195e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -2.8126358e-01  4.6571468e-01  1.4995339e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-8.9105314e-01 -6.1382618e-01 -3.7248959e-01  1.0000000e+00  4.6099374e-01  4.6099374e-01  2.9644580e+01  2.6506685e+01  2.3571576e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -7.6140856e-01 -4.8731950e-01 -2.4891801e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.4626368e+00 -1.6646999e+00  1.0163504e+00  1.0000000e+00  4.7033170e-01  4.7033170e-01  2.3954629e+01  2.5911835e+01  2.1401958e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -1.3386822e+00 -1.5387881e+00  1.0377524e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 5.9107735e-01  1.1793054e+00  6.1322695e-01  1.0000000e+00  4.7190644e-01  4.7190644e-01  3.7660848e+01  2.6792193e+01  2.6327963e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  7.2873820e-01  1.3060976e+00  6.3955491e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.0845193e+00  3.3694099e-01  9.6328438e-02  1.0000000e+00  4.8874227e-01  4.8874227e-01  3.2182257e+01  2.9527828e+01  2.9202680e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -1.0523370e+00  3.6646882e-01  1.2553112e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-8.8417321e-01  6.3364984e-02  3.4101601e-01  1.0000000e+00  4.8122853e-01  4.8122853e-01  3.7724395e+01  3.4313602e+01  1.9783195e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -8.4644881e-01  9.7678586e-02  3.6079920e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 9.7818833e-01  8.3525120e-01  1.2996933e-01  1.0000000e+00  5.4590856e-01  5.4590856e-01  3.5665108e+01  2.0862001e+01  1.9109829e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.1138534e+00  9.5611320e-01  1.4907916e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.2432148e+00 -1.4261253e+00 -1.5264431e+00  1.0000000e+00  5.0528597e-01  5.0528597e-01  3.1148723e+01  2.9899114e+01  2.4762029e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -1.2120661e+00 -1.3962262e+00 -1.5016811e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.8872800e+00  6.2789184e-01  1.7235163e-01  1.0000000e+00  5.0832534e-01  5.0832534e-01  2.7918347e+01  3.7503688e+01  1.7404761e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  2.0151983e+00  7.6539553e-01  1.8975639e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-8.3742723e-01 -7.7087849e-01 -4.5398415e-01  1.0000000e+00  4.9220699e-01  4.9220699e-01  2.9143534e+01  3.6080300e+01  3.2628811e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -8.0828370e-01 -7.3479819e-01 -4.2135534e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-4.6123058e-01 -1.8190212e+00 -5.2485542e-01  1.0000000e+00  5.2879950e-01  5.2879950e-01  3.3669783e+01  3.4829242e+01  3.2105381e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -4.2756080e-01 -1.7841919e+00 -4.9275004e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-2.3555344e-01 -4.3796505e-02  3.1197668e-01  1.0000000e+00  5.2446655e-01  5.2446655e-01  3.7923460e+01  3.7191364e+01  2.0818238e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -1.9762998e-01 -6.6051410e-03  4.3279491e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-7.7321947e-01  4.9538760e-01  1.3244179e+00  1.0000000e+00  4.6327646e-01  4.6327646e-01  3.9306198e+01  2.9577433e+01  2.2139102e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -6.3391327e-01  6.2496503e-01  1.3465570e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.0219501e+00  9.6800293e-01  1.7941786e+00  1.0000000e+00  4.9778599e-01  4.9778599e-01  3.0174807e+01  3.0826759e+01  2.1234477e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  1.0521249e+00  9.9882969e-01  1.8154130e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.4604497e-01  8.4381079e-02 -1.4111261e+00  1.0000000e+00  4.8868231e-01  4.8868231e-01  3.0830081e+01  2.8196018e+01  2.5240322e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  2.7687505e-01  2.1257710e-01 -1.2858857e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 9.2712570e-01  1.0254477e+00 -1.2077599e-01  1.0000000e+00  5.0638742e-01  5.0638742e-01  3.1578054e+01  3.5243425e+01  2.3608451e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.0587038e+00  1.1606911e+00  2.8324615e-03  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.4199355e+00 -1.4217331e+00 -1.7802070e+00  1.0000000e+00  5.3861677e-01  5.3861677e-01  2.4174916e+01  2.8729644e+01  3.0056077e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -1.2957606e+00 -1.2930035e+00 -1.6501509e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.7501522e+00  1.1270819e+00  1.7448603e-01  1.0000000e+00  4.9668548e-01  4.9668548e-01  2.0112818e+01  3.0774735e+01  2.7583108e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  1.7702650e+00  1.1578567e+00  3.0206914e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 7.9678238e-02 -9.0962076e-02 -5.0683174e-01  1.0000000e+00  4.8149250e-01  4.8149250e-01  2.1427896e+01  2.0124657e+01  2.7021495e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  2.0110613e-01  2.9162581e-02 -3.7981025e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 2.4068151e-01  9.8680244e-01  1.5391826e+00  1.0000000e+00  5.1852847e-01  5.1852847e-01  2.3790509e+01  2.7391882e+01  2.6528787e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  3.6447202e-01  1.1141943e+00  1.6657114e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-2.3641564e+00 -2.0684834e+00 -4.6141768e-01  1.0000000e+00  5.2466627e-01  5.2466627e-01  2.8808352e+01  3.9788038e+01  2.3494185e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -2.3353480e+00 -2.0286954e+00 -4.3792350e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 9.5713846e-01  7.3793116e-01  6.7223303e-01  1.0000000e+00  4.5013659e-01  4.5013659e-01  2.2983957e+01  2.1266153e+01  2.2787804e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  9.8012242e-01  7.5919731e-01  7.9502083e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 9.9476937e-02 -3.2414276e-01 -2.2486762e-01  1.0000000e+00  5.1159446e-01  5.1159446e-01  3.6119088e+01  2.4635170e+01  2.3091164e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  2.3559603e-01 -1.9950759e-01 -1.0177646e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.0782599e+00 -7.2819760e-01  8.2100641e-01  1.0000000e+00  5.1503587e-01  5.1503587e-01  2.2891671e+01  2.6251365e+01  2.2878221e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -1.0553682e+00 -7.0194623e-01  9.4388463e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 2.9829207e-01 -1.0601900e-01  4.6976146e-01  1.0000000e+00  4.8384643e-01  4.8384643e-01  2.3246545e+01  3.2025888e+01  1.5158683e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  4.2153862e-01  2.6006888e-02  5.8492014e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.2925141e+00  1.3103038e+00  1.8220408e+00  1.0000000e+00  5.6403993e-01  5.6403993e-01  3.6762636e+01  2.9557413e+01  2.9846297e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.4292767e+00  1.4398612e+00  1.8518871e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.4581774e-01 -1.6365365e+00  1.9476765e-01  1.0000000e+00  4.5426870e-01  4.5426870e-01  3.1260026e+01  3.8507444e+01  3.0841363e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  1.7707777e-01 -1.5980290e+00  2.2560901e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.1706566e+00  8.1327163e-01  9.9154623e-01  1.0000000e+00  5.1232547e-01  5.1232547e-01  2.3454570e+01  3.1821602e+01  2.0414762e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.2941112e+00  9.4509323e-01  1.0119610e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 5.7747311e-01  1.2777805e+00 -8.4020847e-01  1.0000000e+00  5.1264215e-01  5.1264215e-01  2.5039331e+01  3.1275098e+01  2.4730894e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  7.0251244e-01  1.4090556e+00 -8.1547758e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.6871790e-03  3.9309676e-01  1.1920700e+00  1.0000000e+00  4.6872094e-01  4.6872094e-01  2.2585318e+01  3.9082693e+01  2.3112816e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.2427250e-01  5.3217945e-01  1.3151828e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-5.4389785e-02  3.3982068e-01  6.5085029e-01  1.0000000e+00  5.3334659e-01  5.3334659e-01  3.2805033e+01  2.4231687e+01  3.0919454e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -2.1584752e-02  3.6405236e-01  7.8176974e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.2152054e+00  1.0540265e+00  9.6747523e-01  1.0000000e+00  5.1291739e-01  5.1291739e-01  2.0012188e+01  3.2801461e+01  3.2139120e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  1.2352176e+00  1.0868280e+00  9.9961435e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-2.7766879e-01 -9.5846671e-01  3.5370442e-01  1.0000000e+00  4.9655574e-01  4.9655574e-01  3.9520911e+01  3.4906629e+01  1.6712913e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -1.3814788e-01 -8.2356008e-01  4.7041733e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-8.3988144e-01  9.4677754e-02  2.4239439e-02  1.0000000e+00  5.1558108e-01  5.1558108e-01  2.1727477e+01  2.5849725e+01  3.2323926e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -7.1815396e-01  2.2052748e-01  1.5656336e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 3.1995789e-02  4.1827746e-01 -3.7732928e-01  1.0000000e+00  5.8313882e-01  5.8313882e-01  3.9924184e+01  2.5903762e+01  2.8502441e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.7191997e-01  5.4418122e-01 -3.4882683e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-4.7272227e-01 -1.8185230e+00 -1.0745854e+00  1.0000000e+00  4.8289882e-01  4.8289882e-01  2.3084810e+01  2.0174239e+01  2.6001199e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -4.4963746e-01 -1.7983488e+00 -9.4858424e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-7.7745870e-01 -1.7460589e+00 -1.8873062e-01  1.0000000e+00  4.7409131e-01  4.7409131e-01  3.4849521e+01  3.4095367e+01  2.7963280e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -6.4260918e-01 -1.6119636e+00 -6.0767340e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.9480086e-01 -1.2603777e+00  6.4194162e-01  1.0000000e+00  5.3934804e-01  5.3934804e-01  2.3989178e+01  2.1055804e+01  2.4480841e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -7.0811682e-02 -1.1393219e+00  6.6642246e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.2296258e+00  1.1118409e+00 -3.4789156e-01  1.0000000e+00  5.3898443e-01  5.3898443e-01  2.9513163e+01  3.6092097e+01  3.1813309e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00  1.3591390e+00  1.2479330e+00 -2.1607825e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-3.6797424e-01  4.7111335e-01 -1.9155716e+00  1.0000000e+00  5.0910208e-01  5.0910208e-01  2.8271921e+01  2.8437628e+01  3.2178303e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -3.3970232e-01  4.9955098e-01 -1.7833933e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 3.8984084e-02  8.3623966e-01 -1.0770459e+00  1.0000000e+00  4.8852536e-01  4.8852536e-01  3.2851277e+01  3.7605048e+01  2.7095781e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  1.7183536e-01  9.7384470e-01 -1.0499501e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
-3.3106338e-01 -8.0413225e-01 -1.4069141e+00  1.0000000e+00  4.8679659e-01  4.8679659e-01  2.2763391e+01  2.1653069e+01  1.5763666e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00 -3.0829999e-01 -7.8247918e-01 -1.3911504e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 1.6056893e+00  7.2076225e-01 -2.7943156e-01  1.0000000e+00  5.2174171e-01  5.2174171e-01  2.6620362e+01  2.5124584e+01  1.8962020e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  1.6323097e+00  7.4588683e-01 -2.6046954e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.0022627e+00 -3.0342824e-01 -1.1905705e+00  1.0000000e+00  4.7788216e-01  4.7788216e-01  2.2086999e+01  3.9761974e+01  1.8460566e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -8.8017573e-01 -1.6366627e-01 -1.1721099e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 4.5096041e-01  3.2188426e-01  1.4866135e+00  1.0000000e+00  5.4542808e-01  5.4542808e-01  3.6353850e+01  2.7162445e+01  1.7244230e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  4.8731426e-01  3.4904670e-01  1.6038577e+00  1.0000000e+00  5.0000000e-01  1.0000000e+00
 5.4593723e-01  3.2041158e-01  1.9159993e-01  1.0000000e+00  5.2721712e-01  5.2721712e-01  3.2282081e+01  2.6516573e+01  1.6130498e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00  6.7821931e-01  4.4692815e-01  2.0773043e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
 5.1421569e-01  2.4813207e-01 -9.7293469e-02  1.0000000e+00  4.8782895e-01  4.8782895e-01  3.4610627e+01  2.6348584e+01  2.8258300e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00  5.4882632e-01  2.7448065e-01  3.0964831e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
 4.0494919e-01  6.6276737e-01 -6.3929308e-04  1.0000000e+00  5.2807468e-01  5.2807468e-01  2.1135980e+01  3.4275871e+01  2.1229758e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  4.2608517e-01  6.9704324e-01  2.0590465e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.2334186e-01 -2.3906368e-01  7.5418316e-01  1.0000000e+00  4.9597606e-01  4.9597606e-01  3.3701511e+01  2.8855166e+01  2.0290724e+01  0.0000000e+00  0.0000000e+00  1.0000000e+00 -8.9640349e-02 -2.1020851e-01  8.7447388e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-1.9720274e+00 -1.9617879e+00 -1.5987223e-02  1.0000000e+00  5.2579793e-01  5.2579793e-01  2.0200783e+01  2.9101628e+01  2.8332760e+01  1.0000000e+00  1.0000000e+00  0.0000000e+00 -1.8518266e+00 -1.8326862e+00  1.2345537e-02  1.0000000e+00  5.0000000e-01  1.0000000e+00
 9.2582295e-01  6.7410091e-01  4.9020575e-01  1.0000000e+00  4.7486742e-01  4.7486742e-01  2.9454267e+01  2.8968599e+01  1.9046177e+01  0.0000000e+00  0.0000000e+00  0.0000000e+00  9.5527722e-01  7.0306951e-01  5.0925193e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
-3.8011534e-01 -2.9908329e-01 -3.2900999e-01  1.0000000e+00  5.3486870e-01  5.3486870e-01  2.2697678e+01  3.0994451e+01  2.7891454e+01  1.0000000e+00  1.0000000e+00  1.0000000e+00 -2.5741766e-01 -1.6808884e-01 -2.0111854e-01  1.0000000e+00  5.0000000e-01  1.0000000e+00
